,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v16,v17,v18,v19,v20,v21,classlabel
231,v,g,28.25,t,0.96,b,t,396.0,8.75e-05,3,u,6.05,t,m,3960000.0,0,g,1,f,t,1
232,v,g,34.17,t,1.54,b,t,520.0,0.000154,1,u,2.99,t,cc,5200000.0,50000,g,1,f,t,1
233,h,g,31.92,t,6.04,b,t,311.0,0.000446,3,u,2.06,f,cc,3110000.0,300,g,1,f,t,1
234,v,g,29.5,t,0.54,a,t,380.0,4.6e-05,4,u,2.89,f,k,3800000.0,500,g,1,f,t,1
235,v,g,23.17,t,0.085,b,f,0.0,0.0,0,u,5.87,f,cc,0.0,0,g,1,f,t,1
236,ff,s,18.08,t,10.0,a,f,300.0,3.75e-05,0,l,2.55,t,cc,3000000.0,0,gg,0,f,f,1
237,h,g,24.75,t,1.835,a,t,0.0,0.0003,19,u,2.81,f,q,0.0,500,g,1,f,t,1
238,v,g,20.83,t,0.04,a,f,100.0,0.0003,0,u,3.05,f,aa,1000000.0,0,g,0,t,f,1
239,h,g,28.0,t,4.165,b,t,181.0,0.0002,2,u,4.07,t,k,1810000.0,0,g,0,t,f,1
240,v,g,20.42,t,2.25,b,t,100.0,0.0001835,1,u,3.99,f,c,1000000.0,150,g,0,t,f,1
241,h,g,28.67,t,5.665,b,t,381.0,0.0009335000000000001,6,u,2.86,f,q,3810000.0,168,g,1,f,t,1
242,v,g,21.92,t,0.04,b,t,840.0,5.4000000000000005e-05,1,y,1.39,t,x,8400000.0,59,p,1,f,t,1
243,h,g,43.25,t,6.0,b,t,80.0,0.0003,11,u,5.2,f,q,800000.0,0,g,0,t,f,1
244,v,g,20.42,t,1.625,b,t,200.0,0.0007,3,u,2.07,f,c,2000000.0,1391,g,0,t,f,1
245,h,g,42.0,t,5.125,b,f,400.0,2.05e-05,0,u,2.83,f,i,4000000.0,0,g,1,f,t,1
246,v,g,23.42,t,1.5,a,t,80.0,7.900000000000001e-05,2,y,3.54,t,q,800000.0,400,p,0,t,f,1
247,h,g,25.17,t,0.875,a,f,360.0,0.0002875,0,u,3.74,f,x,3600000.0,0,g,0,t,f,1
248,v,g,37.5,t,1.5,b,f,431.0,0.0001125,0,y,4.21,t,d,4310000.0,0,p,1,f,f,1
249,v,g,36.75,t,1.5,b,f,232.0,1.25e-05,0,y,3.79,t,c,2320000.0,113,p,0,f,f,1
250,bb,g,28.25,t,1.5,b,t,144.0,0.000504,8,y,4.19,t,c,1440000.0,7,p,1,f,t,1
251,h,g,32.75,t,5.5,b,t,0.0,0.00015,3,u,2.43,t,cc,0.0,0,g,1,f,t,1
252,h,g,17.83,t,1.0,a,t,0.0,0.0011,11,u,3.19,f,x,0.0,3000,g,0,t,f,1
253,h,g,22.83,t,2.29,a,t,140.0,0.000229,7,u,4.42,t,q,1400000.0,2384,g,1,f,t,1
254,v,g,13.75,t,1.75,b,t,120.0,0.0004,2,y,3.84,t,W,1200000.0,1000,p,0,t,f,1
255,h,g,41.0,t,0.125,a,t,455.0,0.000204,23,y,3.72,t,q,4550000.0,1236,p,0,t,f,1
256,h,g,23.08,t,2.125,b,t,290.0,0.00115,11,u,4.39,t,W,2900000.0,284,g,1,f,t,1
257,v,s,20.17,t,1.71,b,f,120.0,0.0005625,0,u,2.87,f,W,1200000.0,0,g,0,t,f,1
258,v,g,50.08,t,2.29,a,t,156.0,0.001254,3,u,3.95,t,aa,1560000.0,0,g,0,t,f,1
259,h,g,27.0,t,4.25,b,t,312.0,7.5e-05,3,u,2.5,t,c,3120000.0,150,g,1,f,t,1
260,v,g,25.25,f,0.5,b,f,200.0,0.0001,0,u,3.47,f,aa,2000000.0,0,g,0,f,f,0
261,h,s,39.17,f,10.0,b,f,200.0,0.00025,0,y,3.89,t,i,2000000.0,0,p,1,f,f,0
262,v,g,20.08,f,0.125,b,f,200.0,2.5e-05,0,u,0.66,f,q,2000000.0,0,g,1,f,f,0
263,v,s,44.25,f,10.75,b,f,400.0,5e-05,0,u,4.46,f,m,4000000.0,0,g,1,f,t,0
264,v,s,27.67,f,2.0,a,f,368.0,0.00015,0,u,3.74,f,m,3680000.0,0,g,1,f,t,0
265,bb,g,26.92,f,0.5,b,f,640.0,0.000225,0,u,4.67,t,i,6400000.0,4000,g,1,f,f,0
266,ff,g,27.33,f,0.0,a,f,340.0,0.0001665,0,u,4.42,f,ff,3400000.0,1,g,1,f,f,0
267,v,s,16.25,f,0.085,b,f,200.0,8.35e-05,0,u,3.97,f,m,2000000.0,0,g,0,t,f,0
268,v,p,33.67,f,1.5,b,f,120.0,0.0002165,0,u,3.5,f,c,1200000.0,0,g,1,f,f,0
269,v,g,22.5,f,3.0,a,f,268.0,0.0011,0,y,3.97,t,q,2680000.0,0,p,1,f,t,0
270,v,g,37.33,f,0.165,b,f,0.0,0.0002665,0,u,3.25,t,cc,0.0,501,g,0,f,f,0
271,h,g,29.25,f,0.5,b,f,228.0,0.0013,0,u,3.97,f,d,2280000.0,0,g,0,f,f,0
272,h,g,35.0,f,8.29,b,f,0.0,0.0003375,0,u,3.68,t,c,0.0,0,g,1,f,f,0
273,v,g,22.67,f,0.165,a,f,160.0,0.0007,0,u,4.16,f,c,1600000.0,0,g,0,f,f,0
274,bb,g,34.75,f,0.5,b,f,348.0,0.00025,0,u,2.64,f,cc,3480000.0,0,g,0,f,f,0
275,v,g,20.67,f,0.375,b,t,160.0,0.000529,1,u,2.93,f,q,1600000.0,0,g,1,f,t,0
276,v,g,22.08,f,1.585,b,f,100.0,0.001146,0,u,3.72,t,k,1000000.0,1212,g,0,f,f,0
277,v,g,20.75,f,0.04,a,f,200.0,0.0009539999999999999,0,u,2.21,f,i,2000000.0,1000,g,1,f,f,0
278,h,g,40.92,f,10.0,b,f,176.0,0.000225,0,y,2.94,t,x,1760000.0,0,p,0,t,f,0
279,h,g,23.42,f,0.085,b,f,180.0,5.85e-05,0,u,3.61,f,c,1800000.0,0,g,1,f,t,0
280,v,g,28.58,f,2.415,a,f,440.0,0.0001665,0,u,5.11,t,q,4400000.0,0,g,1,f,t,0
281,v,g,15.83,f,0.125,a,t,0.0,0.0007625,1,u,4.13,t,q,0.0,160,g,1,f,f,0
282,v,g,18.58,f,0.415,a,f,80.0,0.001,0,u,2.0,f,d,800000.0,42,g,0,f,f,0
283,ff,g,36.58,f,0.0,a,t,200.0,2.8999999999999997e-05,10,u,1.46,f,ff,2000000.0,18,g,0,f,f,0
284,h,g,29.83,f,0.04,b,f,128.0,0.000204,0,y,2.27,f,x,1280000.0,1,p,1,f,f,0
285,v,g,29.83,f,0.165,b,f,216.0,0.00035,0,u,2.67,f,c,2160000.0,0,g,0,f,f,0
286,v,g,36.5,f,3.5,b,f,454.0,0.000425,0,u,3.7,f,q,4540000.0,50,g,1,f,f,0
287,ff,g,22.25,f,3.25,a,f,280.0,0.000125,0,y,4.35,f,ff,2800000.0,0,p,1,f,f,0
288,v,g,22.5,f,0.125,b,f,200.0,1.25e-05,0,y,3.45,f,k,2000000.0,70,p,1,f,f,0
289,h,g,27.67,f,0.165,b,f,220.0,7.5e-05,0,u,3.7,t,q,2200000.0,251,g,1,f,f,0
290,ff,g,40.92,f,0.0,b,f,130.0,8.35e-05,0,u,1.43,f,ff,1300000.0,1,g,0,t,f,0
291,h,g,62.5,f,5.0,b,f,112.0,0.001275,0,y,3.84,f,c,1120000.0,0,p,1,f,t,0
292,v,g,29.58,f,1.25,a,f,280.0,0.000175,0,y,4.18,t,k,2800000.0,0,p,0,f,f,0
293,ff,g,18.58,f,0.415,b,f,80.0,0.001029,0,u,2.52,f,ff,800000.0,0,g,1,f,f,0
294,ff,g,39.58,f,0.0,b,t,17.0,0.0005,2,u,2.83,f,ff,170000.0,1,g,0,f,f,0
295,v,g,24.58,f,0.875,b,f,260.0,0.00125,0,u,3.11,t,W,2600000.0,0,g,0,t,f,0
296,v,g,38.17,t,2.5,b,t,520.0,0.0010125,6,u,2.86,f,x,5200000.0,196,g,1,f,t,1
297,v,g,27.0,t,0.375,b,f,260.0,0.00015,0,y,3.62,t,W,2600000.0,1065,p,0,t,f,1
298,h,g,41.17,t,7.0,b,t,320.0,0.000404,8,u,2.71,f,cc,3200000.0,0,g,1,f,t,1
299,ff,g,65.17,t,0.0,a,t,0.0,0.0014,11,u,2.88,t,ff,0.0,1400,g,0,t,f,1
300,v,g,23.25,t,2.375,b,t,0.0,0.00015,3,u,4.1,t,q,0.0,582,g,0,t,f,1
301,v,g,21.83,t,0.29,b,t,121.0,0.0011,6,u,2.1,f,x,1210000.0,0,g,1,f,t,1
302,v,g,26.0,t,1.75,b,f,280.0,0.0001,0,u,4.21,t,q,2800000.0,0,g,1,f,t,1
303,v,g,31.67,t,1.335,b,t,303.0,8.3e-05,8,u,3.57,t,x,3030000.0,3290,g,1,f,t,1
304,h,g,49.83,t,8.5,a,f,0.0,0.0013585000000000001,0,u,3.25,t,k,0.0,0,g,0,t,f,1
305,bb,g,47.42,t,6.5,a,t,375.0,0.0008,6,u,3.52,f,e,3750000.0,51100,g,1,f,t,1
306,bb,g,51.33,t,0.0,b,t,0.0,0.001,11,u,5.8,f,i,0.0,1249,g,1,f,t,1
307,v,g,18.92,t,0.75,a,t,88.0,0.0009,2,u,3.79,f,aa,880000.0,591,g,0,t,f,1
308,v,s,28.42,t,0.835,a,f,280.0,0.00035,0,u,4.65,f,W,2800000.0,0,g,1,f,t,1
309,v,g,56.75,t,1.25,b,t,200.0,0.001225,4,u,3.99,t,m,2000000.0,0,g,0,t,f,1
310,bb,g,58.42,t,10.0,a,t,0.0,0.0021,13,u,3.18,f,i,0.0,6700,g,1,f,t,1
311,v,s,48.33,t,16.0,b,f,110.0,0.0012,0,u,1.91,f,m,1100000.0,0,g,0,t,f,1
312,v,g,33.17,t,0.75,b,t,340.0,0.0001,7,u,4.52,t,x,3400000.0,4071,g,0,t,f,1
313,v,g,22.42,t,2.585,a,t,129.0,0.0005665000000000001,7,u,3.62,f,q,1290000.0,3257,g,1,f,t,1
314,v,g,18.83,t,0.085,a,f,100.0,0.0009539999999999999,0,u,3.78,f,aa,1000000.0,0,g,1,f,t,1
315,v,g,48.58,t,0.25,b,t,380.0,2.05e-05,11,y,3.76,f,k,3800000.0,2732,p,1,f,t,1
316,h,g,26.75,t,1.25,b,f,0.0,0.0001125,0,u,3.1,f,x,0.0,5298,g,0,t,f,1
317,h,g,64.08,t,17.5,b,t,0.0,0.002,9,u,3.01,t,x,0.0,1000,g,0,t,f,1
318,v,g,20.17,t,1.665,b,t,40.0,0.000925,3,u,2.63,t,c,400000.0,28,g,1,f,t,1
319,v,g,25.67,t,1.21,b,t,140.0,0.00125,67,u,0.92,t,cc,1400000.0,258,g,1,f,t,1
320,h,g,22.67,t,1.335,b,f,100.0,0.00105,0,u,1.74,f,q,1000000.0,0,g,1,f,t,1
321,v,g,31.33,t,7.0,b,t,0.0,0.00195,16,u,5.08,f,c,0.0,5000,g,1,f,t,1
322,v,g,56.42,t,28.5,b,t,0.0,0.0028,40,y,0.96,f,c,0.0,15,p,1,f,t,1
323,v,g,24.75,t,1.5,a,t,120.0,0.00125,12,u,3.71,t,aa,1200000.0,567,g,0,t,f,1
324,h,g,24.08,t,1.25,a,t,0.0,5e-05,1,u,3.89,f,q,0.0,678,g,1,f,t,1
325,v,g,28.33,t,11.0,b,f,70.0,0.0005,0,u,2.28,t,W,700000.0,0,g,0,t,f,1
326,v,g,19.5,f,0.04,a,f,380.0,1.65e-05,0,u,4.34,t,q,3800000.0,0,g,0,f,f,0
327,v,g,34.08,f,0.125,b,f,443.0,0.00065,0,u,2.81,t,aa,4430000.0,0,g,0,t,f,0
328,v,g,52.42,f,3.75,b,f,0.0,0.00015,0,u,3.37,t,d,0.0,350,g,0,f,f,0
329,bb,g,37.5,f,0.25,b,f,164.0,0.000175,0,y,4.71,t,c,1640000.0,400,p,0,t,f,0
330,n,g,21.42,f,0.75,b,f,132.0,7.5e-05,0,y,2.89,t,r,1320000.0,2,p,1,f,f,0
331,dd,g,20.83,f,1.0,a,f,260.0,5e-05,0,y,3.18,f,e,2600000.0,0,p,0,f,f,0
332,v,g,31.83,f,0.04,b,f,0.0,4e-06,0,y,4.62,f,m,0.0,0,p,0,f,f,0
333,v,g,42.83,f,13.875,b,t,352.0,0.000125,1,u,3.25,t,m,3520000.0,112,g,1,f,f,0
334,ff,g,32.25,f,0.0,b,t,160.0,0.0014,2,y,2.9,f,ff,1600000.0,1,p,1,f,f,0
335,v,g,40.92,f,0.5,b,f,130.0,5e-05,0,y,4.46,t,m,1300000.0,0,p,1,f,f,0
336,ff,g,25.25,f,2.0,a,t,200.0,0.00135,1,y,2.89,t,ff,2000000.0,1,p,1,f,f,0
337,h,g,23.58,f,0.085,b,f,220.0,8.35e-05,0,u,4.72,t,i,2200000.0,5,g,1,f,f,0
338,v,g,38.42,f,0.375,b,t,225.0,7.049999999999999e-05,2,u,3.02,f,c,2250000.0,500,g,1,f,f,0
339,v,g,23.58,f,0.415,a,t,200.0,8.3e-05,1,u,3.9,t,q,2000000.0,11,g,0,f,f,0
340,v,g,20.0,f,0.5,b,f,0.0,0.0007,0,u,0.64,f,c,0.0,0,g,1,f,f,0
341,v,g,20.08,f,0.0,a,f,0.0,0.000125,0,u,1.92,f,c,0.0,0,g,1,f,f,0
342,v,g,24.08,f,0.085,b,t,254.0,8.75e-05,4,u,6.62,f,m,2540000.0,1950,g,0,f,f,0
343,dd,g,24.42,f,0.165,b,t,320.0,0.0002,2,u,4.48,f,e,3200000.0,1300,g,1,f,f,0
344,v,s,23.08,f,1.0,b,t,0.0,0.0,11,u,3.6,f,k,0.0,0,g,1,f,f,0
345,ff,g,19.0,f,0.0,b,t,45.0,0.0,4,y,3.31,f,ff,450000.0,1,p,0,f,f,0
346,v,g,34.08,f,1.0,b,f,460.0,0.00025,0,u,0.64,f,c,4600000.0,16,g,1,f,f,0
347,bb,g,30.08,f,0.5,b,t,132.0,0.00010400000000000001,10,y,3.44,t,i,1320000.0,28,p,1,f,t,0
348,h,g,27.83,f,5.75,b,t,75.0,0.0004,2,y,2.82,t,i,750000.0,0,p,1,f,t,0
349,v,g,47.33,f,1.0,b,f,0.0,0.00065,0,u,4.7,t,c,0.0,228,g,1,f,f,0
350,h,g,20.67,f,1.375,b,t,140.0,0.000125,3,y,2.91,t,c,1400000.0,210,p,1,f,t,0
351,v,g,25.42,f,1.29,a,t,200.0,0.0001125,2,u,4.72,f,q,2000000.0,0,g,1,f,t,0
352,v,g,28.67,f,0.125,b,f,0.0,0.00145,0,u,4.06,f,d,0.0,286,g,0,f,f,0
353,v,g,41.58,f,0.665,a,f,240.0,0.00010400000000000001,0,u,4.06,f,aa,2400000.0,237,g,0,f,f,0
354,v,g,20.83,f,0.165,a,f,0.0,0.00085,0,u,2.59,f,c,0.0,351,g,1,f,f,0
355,bb,g,42.75,f,1.0,b,f,0.0,0.0003,0,u,1.42,f,i,0.0,200,g,0,t,f,0
356,bb,s,33.58,f,4.0,b,f,420.0,2.5e-05,0,u,3.77,t,i,4200000.0,0,g,1,f,f,0
357,v,g,20.42,f,1.5,b,f,108.0,0.0001085,0,u,3.78,f,q,1080000.0,7,g,1,f,f,0
358,v,g,22.5,f,1.5,b,f,0.0,0.00115,0,y,1.79,t,m,0.0,4000,p,0,f,f,0
359,v,g,38.92,f,0.5,b,f,300.0,0.000175,0,u,3.24,t,k,3000000.0,2,g,1,f,f,0
360,ff,g,26.83,f,0.0,b,f,100.0,5.4000000000000005e-05,0,u,2.98,f,k,1000000.0,0,g,0,f,f,0
361,v,g,17.92,f,0.04,b,f,280.0,2.05e-05,0,u,3.37,f,aa,2800000.0,750,g,1,f,f,0
362,v,g,25.42,f,0.165,b,t,272.0,5.4000000000000005e-05,1,u,2.63,f,W,2720000.0,444,g,0,f,f,0
363,h,g,26.92,t,5.0,a,t,0.0,0.00135,2,u,3.02,f,q,0.0,5000,g,0,t,f,1
364,v,g,27.67,t,5.75,b,f,487.0,0.001375,0,u,2.12,t,W,4870000.0,500,g,0,t,f,1
365,v,g,38.67,t,0.085,b,f,280.0,2.1e-05,0,u,4.34,t,k,2800000.0,0,g,0,t,f,1
366,v,g,32.17,t,1.085,a,t,120.0,0.000146,16,u,2.84,f,W,1200000.0,2079,g,1,f,t,1
367,h,g,32.67,t,5.5,b,t,408.0,0.00055,12,u,2.66,t,q,4080000.0,1000,g,0,t,f,1
368,h,g,48.75,t,12.5,b,t,181.0,0.00085,9,u,4.0,f,c,1810000.0,1655,g,1,f,t,1
369,v,g,21.0,t,2.25,b,t,80.0,0.000479,1,y,3.21,t,W,800000.0,300,p,0,t,f,1
370,h,g,48.17,t,15.5,b,t,0.0,0.0007625,12,u,2.87,f,W,0.0,790,g,1,f,t,1
371,h,g,39.33,t,10.0,b,t,399.0,0.0005875,14,u,4.66,t,cc,3990000.0,0,g,1,f,t,1
372,v,g,25.08,t,0.25,a,f,370.0,0.000254,0,y,4.31,t,aa,3700000.0,0,p,1,f,t,1
373,bb,g,23.25,t,0.25,b,f,160.0,0.0004,0,u,2.12,t,c,1600000.0,0,g,1,f,t,1
374,v,g,30.67,t,2.0,a,t,220.0,0.0012,1,u,2.75,f,c,2200000.0,19,g,1,f,t,1
375,bb,s,19.17,t,0.0,b,f,500.0,0.0,0,y,4.3,t,m,5000000.0,1,p,1,f,f,1
376,h,g,36.67,t,9.0,b,f,102.0,0.000325,0,u,2.2,t,q,1020000.0,639,g,1,f,t,1
377,h,g,23.17,t,0.46,b,t,100.0,0.0011125,1,u,2.15,f,x,1000000.0,0,g,0,t,f,1
378,h,g,15.83,t,1.5,a,t,100.0,5.85e-05,2,u,2.18,f,c,1000000.0,0,g,1,f,t,1
379,v,g,16.08,t,1.75,b,t,352.0,7.5e-05,5,u,2.04,t,c,3520000.0,690,g,1,f,t,1
380,bb,g,47.0,t,5.165,a,t,0.0,0.0013,9,u,3.18,t,i,0.0,0,g,0,t,f,1
381,bb,s,21.25,t,0.5,a,t,80.0,0.00023349999999999998,4,u,2.28,f,i,800000.0,0,g,1,f,t,1
382,z,g,65.42,t,20.0,b,t,22.0,0.0011,7,u,2.3,t,e,220000.0,0,g,0,t,f,1
383,v,g,20.5,t,2.0,b,t,200.0,0.00024150000000000002,11,u,4.41,t,c,2000000.0,3000,g,1,f,t,1
384,ff,g,55.92,t,5.0,b,t,0.0,0.00115,5,u,1.31,f,ff,0.0,8851,g,0,t,f,1
385,v,g,34.92,t,0.0,b,f,239.0,0.00025,0,u,2.27,t,W,2390000.0,200,g,0,t,f,1
386,bb,g,56.58,t,15.0,b,t,0.0,0.00185,17,u,4.15,t,d,0.0,0,g,0,t,f,1
387,v,g,25.17,t,1.0,b,t,0.0,0.0006,3,u,3.93,f,c,0.0,0,g,0,t,f,1
388,v,g,25.08,t,1.665,b,t,395.0,0.000171,1,u,4.4,t,x,3950000.0,20,g,0,t,f,1
389,v,g,57.83,t,14.0,b,t,360.0,0.000704,6,u,3.49,t,m,3600000.0,1332,g,0,t,f,1
390,h,g,34.92,t,7.5,b,t,0.0,0.0005,6,u,4.84,t,x,0.0,1000,g,1,f,t,1
391,v,g,33.58,t,4.25,b,t,204.0,0.000275,6,u,3.1,f,m,2040000.0,0,g,0,t,f,1
392,ff,g,35.17,f,0.0,a,t,0.0,0.000375,6,u,3.21,f,ff,0.0,200,g,0,f,f,0
393,v,g,32.42,f,0.165,b,f,120.0,0.0003,0,u,2.96,t,d,1200000.0,0,g,1,f,f,0
394,bb,g,34.25,f,0.25,b,f,163.0,0.000175,0,u,3.65,t,W,1630000.0,0,g,1,f,t,0
395,ff,g,17.67,f,0.0,a,f,86.0,0.0,0,y,1.31,f,j,860000.0,0,p,1,f,f,0
396,v,g,21.92,f,0.125,b,f,360.0,5e-05,0,u,3.17,f,c,3600000.0,0,g,0,f,f,0
397,v,g,19.5,f,0.29,b,f,280.0,2.8999999999999997e-05,0,u,3.6,f,k,2800000.0,364,g,0,f,f,0
398,v,g,41.17,f,0.25,b,f,0.0,0.000125,0,y,2.89,f,W,0.0,195,p,1,f,f,0
399,h,g,37.33,f,0.21,a,f,260.0,0.00025,0,u,3.89,f,i,2600000.0,246,g,0,f,f,0
400,v,g,18.08,f,0.04,b,f,140.0,0.000675,0,y,3.5,f,m,1400000.0,0,p,0,f,f,0
401,v,g,32.33,f,1.25,b,f,280.0,0.00025,0,u,4.43,t,c,2800000.0,0,g,0,f,f,0
402,v,g,23.75,f,0.25,a,t,240.0,7.099999999999999e-05,1,u,2.73,t,W,2400000.0,4,g,0,f,f,0
403,v,g,23.5,f,0.415,b,t,280.0,0.0003165,1,y,1.58,t,k,2800000.0,80,p,1,f,f,0
404,h,g,21.17,f,0.25,b,f,280.0,2.5e-05,0,y,3.97,f,c,2800000.0,204,p,0,f,f,0
405,v,g,36.17,f,0.085,b,f,320.0,0.0018125,0,u,3.13,f,W,3200000.0,3552,g,1,f,f,0
406,h,g,27.25,f,0.125,a,t,272.0,2.8999999999999997e-05,1,u,3.96,t,m,2720000.0,108,g,0,f,f,0
407,v,g,18.67,f,0.375,b,t,0.0,0.0005,2,u,3.29,f,q,0.0,38,g,0,t,f,0
408,v,s,30.75,f,0.585,b,f,0.0,0.0001585,0,u,2.68,t,d,0.0,0,g,1,f,f,0
409,v,s,30.58,f,0.125,b,f,80.0,0.000271,0,y,3.57,t,m,800000.0,0,p,0,f,f,0
410,bb,g,43.17,f,2.25,b,f,141.0,0.0005,0,u,3.9,t,i,1410000.0,0,g,1,f,f,0
411,v,g,29.17,f,3.5,b,t,329.0,0.00035,3,u,2.68,t,W,3290000.0,0,g,0,t,f,0
412,h,g,19.67,f,0.835,b,f,140.0,0.001,0,y,4.18,t,k,1400000.0,0,p,1,f,t,0
413,ff,g,36.75,f,0.0,a,f,160.0,0.000471,0,u,4.42,f,ff,1600000.0,0,g,0,f,f,0
414,h,g,29.42,f,0.25,b,t,400.0,0.000125,2,u,0.91,t,c,4000000.0,108,g,0,f,f,0
415,v,g,42.75,f,0.04,b,f,108.0,0.0004085,0,u,2.62,f,aa,1080000.0,100,g,0,f,f,0
416,v,g,25.83,f,0.5,b,f,0.0,0.0012835000000000001,0,u,3.35,f,cc,0.0,2,g,1,f,f,0
417,v,s,23.75,f,2.085,b,f,80.0,0.0012,0,u,5.04,f,c,800000.0,0,g,0,f,f,0
418,ff,g,26.58,f,0.0,a,f,180.0,0.000254,0,y,2.19,t,ff,1800000.0,60,p,1,f,f,0
419,v,g,20.67,f,0.125,b,f,0.0,4.15e-05,0,u,4.41,f,c,0.0,44,g,0,f,f,0
420,h,s,30.33,f,0.085,b,f,252.0,5e-05,0,u,4.63,t,d,2520000.0,0,g,0,f,f,0
421,h,g,21.08,f,0.04,b,f,140.0,0.0004125,0,y,2.33,f,i,1400000.0,100,p,1,f,f,0
422,v,g,17.08,f,0.335,b,f,140.0,0.00032900000000000003,0,u,3.09,t,i,1400000.0,2,g,1,f,f,0
423,v,g,26.25,f,0.125,b,f,100.0,0.000154,0,u,3.18,f,W,1000000.0,0,g,1,f,f,0
424,v,g,30.17,f,0.04,b,f,170.0,0.0001085,0,y,3.72,f,c,1700000.0,179,p,1,f,f,0
425,bb,g,57.08,f,1.0,a,f,252.0,3.35e-05,0,u,1.38,t,i,2520000.0,2197,g,1,f,t,0
426,bb,g,39.92,f,0.21,b,f,550.0,0.0005,0,u,0.0,f,i,5500000.0,0,g,0,f,f,0
427,v,g,22.92,t,0.04,a,f,80.0,0.0011585,0,u,4.26,f,cc,800000.0,1349,g,0,t,f,1
428,h,g,24.5,t,1.5,a,f,280.0,5e-05,0,u,3.36,f,q,2800000.0,824,g,0,t,f,1
429,dd,g,20.25,t,0.0,b,f,0.0,0.0009960000000000001,0,u,3.06,f,e,0.0,0,g,1,f,t,1
430,v,g,18.5,t,1.5,b,t,120.0,0.0002,2,u,3.66,f,i,1200000.0,300,g,0,t,f,1
431,v,g,25.17,t,0.625,b,t,0.0,0.00035,7,u,3.47,f,cc,0.0,7059,g,1,f,t,1
432,h,g,44.33,t,5.0,b,f,320.0,5e-05,0,u,4.26,t,i,3200000.0,0,g,1,f,t,1
433,v,g,18.08,t,0.5,b,f,80.0,0.00055,0,u,1.1,f,k,800000.0,0,g,0,t,f,1
434,v,g,60.58,t,11.0,a,f,21.0,0.00165,0,u,1.53,t,q,210000.0,10561,g,0,t,f,1
435,bb,g,41.5,t,3.5,b,f,216.0,0.000154,0,u,5.01,f,i,2160000.0,0,g,0,f,f,1
436,h,g,25.75,t,0.875,a,f,491.0,5e-05,0,u,1.65,t,c,4910000.0,0,g,1,f,t,1
437,v,g,29.25,t,5.04,b,t,168.0,0.0014789999999999998,5,u,1.58,t,aa,1680000.0,0,g,0,t,f,1
438,v,g,36.0,t,2.0,a,t,0.0,0.0001,11,u,3.29,f,c,0.0,456,g,0,t,f,1
439,v,g,31.67,t,3.0,b,t,250.0,0.0016164999999999999,9,u,3.39,f,d,2500000.0,730,g,1,f,t,1
440,ff,g,60.08,t,18.0,b,t,0.0,0.00145,15,u,1.86,t,ff,0.0,1000,g,1,f,t,1
441,v,g,22.33,t,2.0,b,t,80.0,0.0011,1,u,2.9,f,W,800000.0,278,g,0,t,f,1
442,bb,g,40.0,t,3.5,b,t,0.0,0.00065,1,u,3.9,f,aa,0.0,500,g,1,f,t,1
443,h,g,35.17,t,1.625,b,t,515.0,0.0025125,1,u,2.71,t,x,5150000.0,500,g,0,t,f,1
444,bb,g,41.33,t,15.0,b,f,0.0,0.0,0,u,3.25,f,c,0.0,0,g,1,f,t,1
445,h,g,20.75,t,0.335,a,t,80.0,0.0010335000000000001,1,u,4.65,t,cc,800000.0,50,g,1,f,t,1
446,v,g,32.08,t,2.5,b,f,360.0,0.0004,0,u,2.55,t,m,3600000.0,0,g,1,f,t,1
447,h,g,23.92,t,1.875,b,t,200.0,0.00015,6,u,1.61,f,d,2000000.0,327,g,0,t,f,1
448,v,g,23.25,t,3.17,a,t,120.0,0.0005875,10,u,2.79,f,q,1200000.0,245,g,0,t,f,1
449,h,g,46.67,t,0.415,a,t,440.0,4.6e-05,11,u,5.38,t,cc,4400000.0,6,g,0,t,f,1
450,h,g,25.0,t,3.5,a,t,400.0,0.001233,6,u,3.74,f,cc,4000000.0,458,g,1,f,t,1
451,v,g,25.5,t,0.25,b,t,260.0,3.75e-05,3,u,4.33,f,m,2600000.0,15108,g,1,f,t,1
452,v,g,23.5,t,8.5,a,t,120.0,0.0009,5,u,3.21,t,q,1200000.0,0,g,1,f,t,1
453,v,g,34.17,t,4.5,b,t,0.0,0.000917,12,u,3.36,t,c,0.0,221,g,0,t,f,1
454,v,g,27.83,t,3.75,b,t,100.0,0.000154,5,u,4.44,t,W,1000000.0,3,g,0,t,f,1
455,v,g,36.75,t,5.0,a,f,0.0,0.0005125,0,u,3.56,t,e,0.0,4000,g,1,f,t,1
456,v,g,20.0,f,2.0,b,f,136.0,0.0011045,0,u,2.28,t,c,1360000.0,0,g,1,f,f,0
457,v,s,22.67,f,0.75,a,f,160.0,3.35e-05,0,u,2.83,f,q,1600000.0,0,g,0,f,f,0
458,v,s,34.83,f,3.0,b,f,200.0,0.00025,0,y,3.17,f,W,2000000.0,0,p,1,f,f,0
459,h,g,55.75,f,6.75,a,t,100.0,0.000708,3,u,2.67,t,k,1000000.0,50,g,1,f,t,0
460,v,g,22.17,f,3.335,b,t,180.0,0.0012125,2,u,3.38,t,c,1800000.0,173,g,0,f,f,0
461,z,g,62.75,f,0.0,b,f,0.0,0.0007,0,u,3.07,f,e,0.0,12,g,0,f,f,0
462,h,g,47.25,t,2.75,a,t,333.0,7.5e-05,1,u,4.56,f,q,3330000.0,892,g,1,f,t,1
